"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00022284","glb-33","unk",130.379,136.133,99.701,103.979,-1.309,0.48
"WBGene00023069","rncs-1","unk",369.394,431.418,343.906,339.262,-1.175,0.48
"WBGene00269429","H43I07.4","unk",0,0,1.992,3.385,15.473,NA
"WBGene00006888","vbh-1","ALG",3541.616,3203.613,3743.654,3515.748,1.077,0.48
"WBGene00006465","fntb-1","CSR",1858.521,1878.75,1594.851,1822.656,-1.093,0.48
"WBGene00017967","ada-2","unk",2147.748,2031.434,2281.79,2237.426,1.082,0.48
"WBGene00009885","moc-5","unk",126.721,122.842,173.943,146.577,1.283,0.48
"WBGene00000451","ceh-30","unk",18.405,21.103,9.793,8.745,-2.134,0.48
"WBGene00020156","T02B11.4","unk",36.987,64.017,78.183,71.974,1.473,0.48
"WBGene00015853","C16C8.16","unk",1053.684,982.798,1082.007,1172.65,1.108,0.48
"WBGene00018543","ugt-32","unk",33.517,31.994,18.059,18.973,-1.767,0.48
"WBGene00000961","dgn-1","unk",222.26,271.584,216.52,186.383,-1.229,0.48
"WBGene00021227","mct-1","unk",19.314,14.84,32.009,29.995,1.805,0.48
"WBGene00000409","cdk-8","unk",2926.775,2412.703,2443.19,2440.291,-1.092,0.481
"WBGene00019240","adh-5","WAGO",2684.172,2644.59,2458.522,2492.491,-1.076,0.481
"WBGene00001320","ent-1","CSR",1439.924,1246.75,1478.819,1475.589,1.101,0.481
"WBGene00022615","ZC449.5","unk",252.189,427.216,307.031,242.468,-1.242,0.481
"WBGene00017785","F25E5.4","unk",47.179,48.003,73.24,65.926,1.461,0.481
"WBGene00008672","F11A5.4","unk",3.693,1.749,0,0,-15.264,NA
"WBGene00164973","C39B10.7","unk",3.708,11.458,1.003,2.746,-4.059,0.481
"WBGene00000411","cdl-1","CSR",4911.511,4376.756,4349.132,4303.967,-1.073,0.481
"WBGene00044280","W02A2.9","unk",24.776,36.312,58.776,40.067,1.608,0.481
"WBGene00018349","F42C5.9","CSR",796.266,961.994,762.553,799.687,-1.127,0.481
"WBGene00003523","nas-4","WAGO",16.045,44.007,18.851,12.347,-1.929,0.481
"WBGene00007861","C32A9.1","unk",3.719,4.432,0,0.907,-8.646,NA
"WBGene00002297","ect-2","ALG",3989.134,3784.145,3592.545,3669.87,-1.07,0.482
"WBGene00012644","rabx-5","WAGO",1418.946,1441.706,1545.15,1577.865,1.092,0.482
"WBGene00011815","spop-1","CSR",3127.704,3056.585,2846.396,2915.542,-1.073,0.482
"WBGene00016111","C25H3.1","unk",4.895,4.499,18.994,6.828,2.745,0.482
"WBGene00004332","rec-1","WAGO",256.849,210.065,286.317,277.425,1.21,0.482
"WBGene00022431","set-33","unk",0,0,2.007,3.613,14.559,NA
"WBGene00016728","C46H11.2","unk",104.187,121.552,138.437,154.899,1.297,0.482
"WBGene00015473","C05D9.4","unk",0,6.121,0,0,-17.475,NA
"WBGene00044511","clec-181","unk",0,0,0,6.418,16.775,NA
"WBGene00003967","pdr-1","WAGO",2004.409,1959.535,1830.941,1825.674,-1.084,0.482
"WBGene00014155","ZK930.5","unk",1.232,4.376,14.031,5.554,3.383,0.482
"WBGene00019665","K11H12.9","unk",61.856,61.676,85.753,87.075,1.399,0.482
"WBGene00016947","C55B7.11","CSR",1361.864,1323.819,1535.414,1409.463,1.097,0.483
"WBGene00044796","W03D8.11","unk",18.558,20.307,7.02,10.954,-2.159,0.483
"WBGene00009652","F43D2.3","unk",0,0.877,2.005,6.462,8.445,NA
"WBGene00023492","T24D3.2","unk",68.144,63.901,92.313,90.364,1.386,0.483
"WBGene00003858","ogt-1","CSR",4625.863,4594.501,4480.403,4149.391,-1.069,0.483
"WBGene00010273","srm-3","unk",2.95,1.573,6.765,9.173,3.574,0.483
"WBGene00200276","F15H9.9","unk",2.348,3.198,0,0,-14.644,NA
"WBGene00022007","mpst-6","unk",2.474,0,123.344,0,50.528,0.483
"WBGene00020453","fbxa-55","WAGO",48.08,85.066,124.658,69.388,1.451,0.484
"WBGene00011688","T10C6.6","CSR",1652.417,1713.739,1763.618,1902.397,1.089,0.484
"WBGene00022486","fbxa-61","WAGO",17.336,18.572,32.095,31.865,1.779,0.484
"WBGene00006986","zip-1","WAGO",208.324,196.147,204.921,298.095,1.241,0.484
"WBGene00021929","dcap-1","CSR",1343.659,1281.906,1084.465,1282.419,-1.108,0.484
"WBGene00011536","T06E4.9","unk",1.235,9.679,1.003,0.918,-5.771,0.484
"WBGene00000888","cyn-12","unk",828.17,1032.064,1058.281,1030.513,1.122,0.484
"WBGene00007146","B0334.6","unk",26.047,35.492,15.048,19.021,-1.811,0.484
"WBGene00022610","ltah-1.2","unk",1155.28,1390.068,1439.823,1383.859,1.107,0.484
"WBGene00015560","C07A12.2","unk",8.602,14.816,26.049,21.435,2.004,0.484
"WBGene00005656","srr-5","unk",6.197,0,0,0,-17.433,NA
"WBGene00006740","ulp-5","CSR",451.095,450.859,514.57,520.401,1.148,0.484
"WBGene00015793","pfut-1","unk",244.261,210.137,276.863,271.128,1.209,0.485
"WBGene00219565","linc-120","unk",1.244,7.136,1.004,0,-8.764,NA
"WBGene00018654","F49H12.3","unk",17.172,13.894,9.014,3.75,-2.437,0.485
"WBGene00000271","brf-1","CSR",3190.181,3110.281,2885.163,2986.583,-1.073,0.485
"WBGene00268215","C49F5.13","unk",0,0,1.002,4.644,14.837,NA
"WBGene00013678","Y105E8A.20","CSR",1010.446,968.825,1067.201,1120.962,1.106,0.485
"WBGene00009241","F28H7.8","unk",119.053,141.029,158.498,174.002,1.275,0.485
"WBGene00219561","linc-142","unk",9.937,11.566,6.02,0.902,-3.146,0.485
"WBGene00007672","fbxa-136","WAGO",18.671,41.098,59.212,40.321,1.643,0.485
"WBGene00235158","Y37E3.30","unk",87.263,45.015,30.136,54.142,-1.556,0.485
"WBGene00005179","srg-22","unk",0,0,0,6.381,16.638,NA
"WBGene00004146","pqn-63","unk",4.964,6.218,2.006,0,-5.701,0.486
"WBGene00004881","smg-3","CSR",4264.485,4122.548,3949.012,3909.712,-1.067,0.486
"WBGene00021563","Y45G12B.2","ALG",722.905,842.643,684.305,704.204,-1.128,0.486
"WBGene00019799","M151.7","CSR",302.679,254.706,220.701,239.041,-1.209,0.486
"WBGene00019723","fbxc-47","WAGO",359.223,314.166,386.155,401.998,1.173,0.486
"WBGene00219678","linc-9","unk",94.268,89.119,71.089,61.286,-1.385,0.486
"WBGene00008262","ril-1","unk",4626.601,4117.547,4659.59,4708.355,1.072,0.486
"WBGene00219307","F56D6.17","ERGO",14.675,40.585,45.049,49.187,1.679,0.486
"WBGene00010004","F53H2.1","unk",1.231,0,0.994,8.265,8.145,0.486
"WBGene00010665","rml-1","CSR",8718.835,8291.637,8051.527,8007.411,-1.059,0.486
"WBGene00270292","F36H5.16","unk",6.182,0,0,0,-17.33,NA
"WBGene00007171","B0393.6","unk",653.941,563.001,717.306,663.068,1.136,0.486
"WBGene00003220","mes-2","CSR",2469.859,2417.33,2289.84,2244.122,-1.078,0.486
"WBGene00014227","ZK1128.1","WAGO",910.243,849.697,967.034,986.968,1.111,0.486
"WBGene00008583","ugt-65","unk",56.507,60.22,89.821,75.324,1.413,0.487
"WBGene00008530","F02E9.5","unk",592.172,555.933,637.261,662.617,1.133,0.487
"WBGene00045411","C25F9.11","unk",27.059,32.3,16.032,16.73,-1.816,0.487
"WBGene00003196","mel-11","CSR",3729.798,3694.233,3483.256,3465.848,-1.068,0.487
"WBGene00044604","T10F2.5","CSR",429.364,373.215,467.527,461.251,1.16,0.487
"WBGene00012931","Y47D3A.20","unk",191.69,182.868,145.972,153.143,-1.251,0.487
"WBGene00235381","Y74C9A.9","unk",40.719,22.837,20.049,14.727,-1.818,0.487
"WBGene00007257","C01H6.8","unk",47.213,52.774,54.423,92.939,1.474,0.487
"WBGene00021271","spe-47","WAGO",15.611,21.719,8.123,8.307,-2.224,0.487
"WBGene00001193","egl-26","CSR",410.594,402.579,359.053,338.107,-1.166,0.487
"WBGene00004929","soc-2","CSR",510.331,600.628,491.213,477.796,-1.149,0.487
"WBGene00020281","T06A4.1","unk",17.593,44.564,16.616,16.765,-1.872,0.487
"WBGene00017462","F14D2.14","unk",218.007,190.263,265.794,231.935,1.221,0.487
"WBGene00012302","dot-1.3","unk",0,0,0,6.356,16.54,NA
"WBGene00020582","oig-8","unk",21.428,31.558,14.273,13.809,-1.896,0.487
"WBGene00016404","mutd-1","unk",605.657,519.981,600.088,683.79,1.143,0.487
"WBGene00017954","F31E8.4","WAGO",410.277,420.198,350.939,362.792,-1.164,0.488
"WBGene00020169","mmaa-1","unk",3051.217,2811.543,3101.671,3197.694,1.075,0.488
"WBGene00001842","her-1","unk",19.014,14.445,39.513,21.76,1.839,0.488
"WBGene00022075","Y69A2AR.3","CSR",663.169,631.925,517.853,616.833,-1.141,0.488
"WBGene00015598","fbxa-163","unk",0,2.659,8.025,5.444,4.761,0.488
"WBGene00021973","emc-2","ALG",1082.409,1041.214,963.858,955.556,-1.106,0.488
"WBGene00009697","F44F1.5","WAGO",104.318,128.079,96.319,77.6,-1.341,0.488
"WBGene00018170","nspb-1","unk",1.209,4.226,0,0,-15.062,NA
"WBGene00013527","Y73F8A.22","unk",2.474,7.944,16.045,11.873,2.613,0.488
"WBGene00020675","T22B11.1","unk",7.447,5.331,10.033,20.791,2.436,0.488
"WBGene00013398","Y62H9A.10","unk",4.852,8.668,0,2.827,-4.75,0.488
"WBGene00003604","nhr-5","unk",152.724,216.291,236.031,224.963,1.243,0.489
"WBGene00011009","cyp-14A4","unk",3.723,12.436,15.049,22.605,2.282,0.489
"WBGene00000413","cdt-1","CSR",1612.444,1424.3,1420.892,1340.943,-1.098,0.489
"WBGene00002110","ins-27","unk",16.881,19.335,26.969,37.531,1.776,0.489
"WBGene00044768","M117.7","WAGO",19.797,22.959,9.026,11.864,-2.047,0.489
"WBGene00021080","W08A12.3","WAGO",41.828,49.567,28.602,28.732,-1.597,0.489
"WBGene00009826","F47G4.5","unk",1.239,7.079,1.003,0,-8.666,NA
"WBGene00016436","C35B1.7","unk",3.667,15.53,3.003,2.841,-3.328,0.489
"WBGene00012325","W07A12.8","unk",14.794,33.32,44.103,38.763,1.698,0.489
"WBGene00016144","mmab-1","unk",856.326,886.816,950.11,985.983,1.11,0.489
"WBGene00011408","nifk-1","CSR",2546.394,2460.418,2646.867,2736.999,1.076,0.489
"WBGene00011313","T01B7.8","unk",9.855,7.004,3.007,1.85,-3.469,0.489
"WBGene00004777","ser-2","unk",20.883,35.153,18.218,11.593,-1.889,0.489
"WBGene00045190","R01H2.8","unk",14.763,6.114,4.008,2.786,-3.05,0.49
"WBGene00018066","F35F11.3","unk",0,6.043,0,0,-17.086,NA
"WBGene00013830","ZC15.1","unk",1.243,2.674,9.031,6.296,3.824,0.49
"WBGene00235261","T05C7.8","unk",0,0,2.989,2.256,15.128,NA
"WBGene00022827","ZK816.4","unk",1.237,7.063,1.003,0,-8.639,NA
"WBGene00012866","afmd-2","unk",58.157,94.716,138.978,78.51,1.412,0.491
"WBGene00002073","ima-2","CSR",18253.252,17194.067,16454.414,17116.105,-1.056,0.491
"WBGene00004025","phy-2","unk",510.309,616.126,507.67,474.024,-1.15,0.491
"WBGene00219748","linc-46","unk",6.158,6.127,13.029,16.659,2.418,0.491
"WBGene00018362","ppm-1.G","CSR",5305.478,4978.777,4869.225,4781.631,-1.065,0.491
"WBGene00022910","C05D2.11","unk",200.846,238.467,166.517,189.571,-1.236,0.491
"WBGene00015806","smrc-1","CSR",1352.287,1349.114,1242.097,1224.696,-1.095,0.491
"WBGene00045195","F53F4.17","unk",2.382,4.105,6.981,13.332,3.083,0.491
"WBGene00015509","C06A6.4","CSR",3152.74,3061.14,3278.162,3373.384,1.071,0.491
"WBGene00011101","R07D5.2","unk",31.08,37.434,18.062,21.585,-1.73,0.491
"WBGene00000530","clh-3","CSR",760.587,707.583,815.205,825.977,1.119,0.491
"WBGene00000074","adm-2","CSR",242.671,251.479,214.875,192.047,-1.216,0.491
"WBGene00303005","C34E10.12","unk",30.2,25.882,4.978,23.153,-2.004,0.492
"WBGene00022704","ZK353.9","CSR",927.698,816.864,934.448,1008.987,1.116,0.492
"WBGene00206414","F31D5.7","unk",7.426,13.252,26.075,17.326,2.072,0.492
"WBGene00001017","dnc-1","CSR",4818.206,5019.521,4626.969,4620.756,-1.064,0.492
"WBGene00020973","W03B1.3","ALG",27.567,26.597,16.329,12.732,-1.876,0.492
"WBGene00015381","C03B1.13","unk",109.227,106.62,130.424,149.129,1.296,0.492
"WBGene00008139","C47D12.5","unk",171.977,118.316,190.54,177.082,1.273,0.492
"WBGene00008878","ppfr-1","ALG",5918.395,5261.915,6000.12,5939.309,1.069,0.492
"WBGene00017586","F19B10.4","unk",1.24,2.659,7.022,8.167,3.813,0.492
"WBGene00007849","tbc-19","WAGO",134.375,212.467,203.721,236.841,1.263,0.492
"WBGene00015711","C12D5.10","unk",11.149,13.277,7.021,1.818,-2.79,0.492
"WBGene00013391","Y62H9A.3","unk",2700.041,2878.863,2969.351,3026.354,1.074,0.492
"WBGene00044953","D2096.13","unk",15.955,10.432,25.042,25.264,1.924,0.492
"WBGene00021557","Y45G5AM.5","unk",45.384,46.027,32.05,25.307,-1.595,0.492
"WBGene00013735","Y111B2A.12","CSR",3168.125,3061.732,2658.912,3095.377,-1.082,0.492
"WBGene00022314","Y77E11A.14","unk",15.279,14.826,31.948,23.754,1.849,0.492
"WBGene00018420","F44E2.7","unk",2411.624,2185.213,2406.598,2565.173,1.082,0.492
"WBGene00235354","ZK250.14","unk",0,0,1.003,4.563,14.511,NA
"WBGene00020302","T07D1.3","unk",8.554,13.796,2.002,5.689,-2.91,0.493
"WBGene00004042","plk-1","ALG",9949.425,9505.866,9140.065,9262.381,-1.057,0.493
"WBGene00013369","Y60A9.2","unk",23.385,7.867,10.021,1.855,-2.623,0.493
"WBGene00004704","rsp-7","CSR",3420.883,3155.706,3032.777,3089.778,-1.073,0.493
"WBGene00019229","ipla-5","ALG",3.726,0.89,4.013,12.627,3.745,0.493
"WBGene00011636","cec-3","CSR",2364.488,2302.332,2245.144,2072.285,-1.081,0.493
"WBGene00000722","col-149","unk",85.441,89.323,142.42,93.777,1.349,0.494
"WBGene00011216","usp-46","CSR",1554.949,1466.359,1429.611,1331.21,-1.094,0.494
"WBGene00018200","btb-17","unk",22.298,46.023,56.168,52.744,1.575,0.494
"WBGene00005896","srx-5","unk",4.139,1.163,0,0,-15.231,NA
"WBGene00010122","F55G11.1","unk",2.478,3.543,10.031,9.083,3.143,0.494
"WBGene00009997","F53F4.15","unk",6.118,0,0,0,-16.888,NA
"WBGene00002015","hsp-16.1","unk",0,0,0,19.898,52.686,0.494
"WBGene00020489","hot-8","unk",37.114,46.788,21.059,30.131,-1.641,0.494
"WBGene00011241","mpz-5","ALG",7.423,7.063,26.074,8.216,2.363,0.494
"WBGene00018454","fbxb-28","unk",8.652,2.644,2.005,0,-5.678,0.494
"WBGene00219699","linc-22","unk",199.073,216.035,190.674,142.645,-1.248,0.494
"WBGene00006381","tac-1","CSR",1215.43,1075.861,1036.851,1031.67,-1.106,0.494
"WBGene00077439","F55B12.10","unk",1.226,0,2.003,6.567,7.855,0.494
"WBGene00013244","Y56A3A.33","WAGO",120.124,112.338,92.273,82.827,-1.327,0.494
"WBGene00014114","tftc-3","CSR",4978.636,4749.167,4522.794,4612.295,-1.065,0.495
"WBGene00011608","T08D2.3","unk",33.584,24.982,15.053,17.061,-1.816,0.495
"WBGene00009411","F35E2.3","unk",0,0,1.003,4.543,14.43,NA
"WBGene00000875","cyk-4","ALG",4892.142,4723.835,4507.258,4529.663,-1.064,0.495
"WBGene00007155","B0379.1","unk",227.245,255.168,274.712,304.724,1.199,0.495
"WBGene00006258","str-227","unk",7.497,7.16,3.543,0,-4.377,0.495
"WBGene00004180","pri-1","CSR",2108.652,2020.275,1819.508,1984.905,-1.085,0.495
"WBGene00010144","F56C4.1","unk",4.956,0,7.021,10.903,3.819,0.495
"WBGene00013335","Y57G11C.46","unk",42.137,29.233,45.138,64.473,1.548,0.495
"WBGene00003704","nhr-114","unk",1007.616,1175.251,916.41,1042.042,-1.116,0.495
"WBGene00018356","islo-1","unk",107.939,102.978,74.237,82.358,-1.345,0.495
"WBGene00022491","Y119D3B.14","unk",823.962,885.348,997.393,908.426,1.114,0.495
"WBGene00009503","F37A8.5","unk",142.454,173.464,113.339,133.686,-1.281,0.496
"WBGene00015095","B0261.7","CSR",4646.972,4315.836,4746.443,4806.257,1.066,0.496
"WBGene00020389","T10B5.3","CSR",1533.815,1269.395,1394.127,1730.054,1.116,0.496
"WBGene00007700","C24H11.2","ALG",0,0,20.063,0,51.979,0.496
"WBGene00019384","K04F1.1","unk",0,0,1.003,4.531,14.379,NA
"WBGene00006626","tsn-1","ALG",5208.518,4927.185,5507.206,5277.619,1.064,0.496
"WBGene00004009","pgp-15","unk",27.372,51.773,21.074,26.02,-1.691,0.496
"WBGene00016149","frpr-3","unk",14.878,17.731,8.025,6.349,-2.277,0.496
"WBGene00006607","tre-1","CSR",4531.846,4321.463,4724,4697.905,1.065,0.496
"WBGene00008571","prmn-1","unk",180.314,236.321,176.614,159.053,-1.246,0.496
"WBGene00000800","cars-1","unk",6838.137,6685.302,7078.561,7234.187,1.059,0.496
"WBGene00006603","tps-2","unk",2365.83,2510.094,2733.371,2530.72,1.079,0.496
"WBGene00012686","Y39B6A.27","unk",54.588,82.555,35.112,57.023,-1.492,0.497
"WBGene00012459","Y17G7B.3","CSR",606.598,552.463,636.855,673.363,1.132,0.497
"WBGene00001740","gro-1","CSR",671.067,612.29,710.251,732.644,1.126,0.497
"WBGene00011528","fndc-1","CSR",747.936,813.843,904.827,841.715,1.117,0.497
"WBGene00000547","clp-7","unk",1277.285,1449.557,1301.244,1174.062,-1.103,0.497
"WBGene00022161","Y71G12B.26","unk",3.474,14.287,15.41,25.263,2.226,0.497
"WBGene00013088","Y51B9A.6","unk",24.767,19.45,11.693,10.397,-1.999,0.497
"WBGene00021331","glrx-10","unk",578.373,580.358,643.469,664.839,1.129,0.497
"WBGene00001593","glc-3","unk",11.178,32.027,14.047,6.314,-2.152,0.497
"WBGene00001920","his-46","histone",23981.717,13401.059,13275.297,13448.08,-1.399,0.497
"WBGene00008560","pho-13","unk",336.152,424.239,453.723,436.89,1.167,0.498
"WBGene00021363","taf-6.2","CSR",938.915,835.66,818.849,767.316,-1.118,0.498
"WBGene00004132","ifet-1","CSR",16276.212,15168.672,15173.073,14584.643,-1.057,0.498
"WBGene00000510","cka-2","unk",80.452,120.653,71.798,75.332,-1.373,0.498
"WBGene00000148","aph-2","CSR",2134.04,1974.133,1898.734,1891.694,-1.083,0.498
"WBGene00002153","iars-2","CSR",2925.799,2742.232,3067.781,3011.722,1.073,0.498
"WBGene00008196","C49C3.6","unk",1409.966,1282.525,1451.875,1491.648,1.094,0.498
"WBGene00021482","Y39H10A.6","WAGO",628.906,647.179,581.462,547.212,-1.131,0.498
"WBGene00020364","T08E11.8","unk",3.727,2.67,18.06,2.705,3.26,0.498
"WBGene00016039","C24A8.5","unk",4.895,7.78,2.002,0.944,-4.34,0.498
"WBGene00010427","hpo-11","CSR",2479.545,2354.67,2684.475,2522.351,1.077,0.498
"WBGene00018255","F40H6.5","unk",2.488,2.677,0,0,-14.802,NA
"WBGene00022123","Y71F9AR.2","unk",34.594,27.297,46.122,50.423,1.567,0.499
"WBGene00018748","F53C3.4","unk",17.322,28.257,13.037,10.04,-1.989,0.499
"WBGene00004980","spk-1","CSR",4741.106,4797.564,4654.771,4289.642,-1.067,0.499
"WBGene00022474","zig-9","unk",152.491,167.542,178.554,220.423,1.246,0.499
"WBGene00007085","AH10.4","unk",3.631,6.772,0.999,0.977,-5.299,0.499
"WBGene00077750","W01B6.11","unk",0,0,0,6.055,16.51,NA
"WBGene00010811","hmit-1.3","WAGO",338.422,406.52,428.028,441.419,1.164,0.499
"WBGene00119204","ZC116.5","unk",3.663,4.305,0,0.95,-8.226,NA
"WBGene00022882","gtap-1","CSR",3135.198,3029.503,2755.338,2981.046,-1.074,0.499
"WBGene00008187","C49A1.5","unk",2.486,2.673,0,0,-14.767,NA
"WBGene00004244","puf-8","CSR",5323.788,4999.188,5548.371,5426.223,1.064,0.499
"WBGene00018078","F35H12.6","unk",15.869,10.335,3.236,6.963,-2.581,0.499
"WBGene00003627","nhr-34","CSR",493.081,560.831,427.265,489.345,-1.151,0.499
"WBGene00003515","myo-3","unk",3698.311,5434.603,3791.62,3464.986,-1.259,0.499
"WBGene00001303","sec-61.G","ALG",4101.595,3973.495,3712.648,3855.394,-1.067,0.499
"WBGene00044642","clec-69","unk",1.24,0,3.009,5.438,7.635,0.499
"WBGene00016361","drd-10","unk",72.387,90.354,68.109,46.834,-1.421,0.499
"WBGene00012487","Y18D10A.23","unk",235.856,340.363,339.106,355.993,1.201,0.499
"WBGene00022738","fubl-2","CSR",3311.707,3265.61,3049.979,3100.389,-1.069,0.499
"WBGene00016903","4-Mar","unk",33.453,66.406,33.1,29.99,-1.596,0.5
"WBGene00021905","helq-1","CSR",922.744,911.198,840.992,810.672,-1.11,0.5
"WBGene00010792","K12G11.6","unk",13.618,11.493,6.018,3.644,-2.602,0.5
"WBGene00016359","fbxb-88","unk",48.352,43.439,34.106,23.583,-1.592,0.5
"WBGene00003805","npp-19","CSR",1955.474,1730.425,1708.068,1671.659,-1.089,0.5
"WBGene00200003","K08B12.11","unk",0,0,1.992,3.209,14.58,NA
"WBGene00015932","C17H12.6","unk",18.581,47.79,52.156,55.476,1.6,0.501
"WBGene00200830","T28B11.20","unk",4.795,3.326,0.998,0,-8.084,NA
"WBGene00011131","R07H5.11","WAGO",121.893,134.266,137.22,191.246,1.282,0.501
"WBGene00045250","Y73B6BL.47","unk",8.671,12.39,6.018,0.91,-3.082,0.501
"WBGene00011433","pde-1","WAGO",107.962,117.456,93.328,76.244,-1.333,0.501
"WBGene00006475","tyra-3","unk",37.266,39.006,25.245,20.778,-1.659,0.501
"WBGene00006649","tth-1","unk",492.827,448.006,370.3,440.085,-1.159,0.501
"WBGene00023515","srz-97","unk",1.242,1.778,4.013,9.03,4.281,0.501
"WBGene00001162","efl-2","CSR",591.663,611.033,573.608,481.784,-1.141,0.501
"WBGene00014044","ZK666.4","unk",3.666,4.311,1.001,0,-8.126,NA
"WBGene00006055","ssr-2","unk",8.67,32.74,11.033,8.187,-2.183,0.501
"WBGene00020050","R13A5.7","unk",457.963,380.202,352.14,364.353,-1.167,0.501
"WBGene00219580","linc-18","unk",0,0,1.992,3.203,14.547,NA
"WBGene00019361","clik-3","unk",230.175,429.25,378.452,430.87,1.228,0.501
"WBGene00235385","Y48G1A.7","unk",79.191,60.052,50.143,45.626,-1.449,0.501
"WBGene00009436","marb-1","unk",893.248,893.085,923.259,1063.439,1.113,0.501
"WBGene00015282","C01B10.8","unk",3087.495,2836.282,2758.297,2750.914,-1.075,0.501
"WBGene00004205","psr-1","CSR",1872.402,1596.332,1758.962,2050.294,1.1,0.501
"WBGene00003518","nac-2","unk",96.352,157.042,168.106,162.488,1.295,0.502
"WBGene00284859","C30G12.10","unk",1.218,7.706,13.005,12.465,2.758,0.502
"WBGene00019114","nhr-194","unk",45.898,31.95,18.057,28.069,-1.676,0.502
"WBGene00009332","F32D8.8","unk",2.478,2.656,0,0,-14.624,NA
"WBGene00235276","D2096.16","unk",27.07,18.346,32.066,43.634,1.681,0.502
"WBGene00004302","ran-1","ALG",14670.224,13612.052,14936.727,14913.948,1.056,0.503
"WBGene00015710","C12D5.9","unk",40.904,67.345,86.265,70.797,1.439,0.503
"WBGene00017700","F22D3.4","unk",8.706,0.892,9.031,17.069,2.826,0.503
"WBGene00019153","H04M03.3","CSR",1017.282,887.274,793.405,905.918,-1.119,0.503
"WBGene00001967","hlh-28","unk",2.477,2.653,0,0,-14.6,NA
"WBGene00012670","cpg-23","unk",16.132,16.874,10.032,4.522,-2.28,0.503
"WBGene00015569","C07D10.5","WAGO",381.967,411.57,307.968,369.737,-1.171,0.503
"WBGene00019381","K04C2.3","WAGO",961.99,881.327,791.548,861.346,-1.114,0.503
"WBGene00010179","F57A8.4","unk",12.42,14.233,26.087,24.357,1.887,0.503
"WBGene00009951","F53A2.3","unk",143.692,112.396,99.297,95.492,-1.311,0.503
"WBGene00044381","K10G6.5","unk",1.232,0.876,6.014,4.623,5.106,0.504
"WBGene00044181","F09C6.11","unk",0,0.778,3.813,3.981,8.027,NA
"WBGene00006913","vha-4","unk",2199.35,2365.27,2458.085,2462.814,1.077,0.504
"WBGene00002232","kpc-1","unk",487.914,697.131,507.565,515.178,-1.162,0.504
"WBGene00020426","T10H10.2","unk",86.95,98.768,135.452,110.013,1.318,0.504
"WBGene00008763","F13G3.3","unk",22.381,15.177,8.522,9.067,-2.125,0.504
"WBGene00002021","hsp-17","unk",545.681,610.424,503.433,513.675,-1.138,0.504
"WBGene00009262","F30A10.3","CSR",1779.982,1396.702,1727.472,1774.164,1.104,0.504
"WBGene00013109","Y51H4A.15","CSR",702.912,717.671,755.797,834.481,1.119,0.504
"WBGene00005129","srd-51","unk",0,8.856,1.003,0,-9.231,0.504
"WBGene00021854","Y54F10AR.1","unk",1002.285,902.924,840.796,871.42,-1.111,0.504
"WBGene00007534","fubl-1","unk",3712.219,3855.738,3557.05,3540.261,-1.067,0.504
"WBGene00021237","crtc-1","unk",127.931,161.028,110.368,114.549,-1.288,0.504
"WBGene00003606","nhr-7","unk",53.647,95.48,50.676,52.49,-1.455,0.504
"WBGene00012010","T25B9.4","ALG",9.933,0,11.036,17.158,2.958,0.504
