"small_rna","small_rna_class","small_rna_mean","small_rna_fold_change","small_rna_p_value","mrna_target","mrna_class","mrna_mean","mrna_fold_change","mrna_p_value"
"WBGene00012776","unk",7.405,0.011,0.996,"WBGene00012776","unk",89.958,-0.395,0.553
"WBGene00012779","unk",31.521,-1.613,0.021,"WBGene00012779","unk",25.04,-1.544,0.168
"WBGene00012780","CSR",207.869,1.492,0,"WBGene00012780","CSR",73.88,0.544,0.467
"WBGene00012781","ALG",9.399,4.449,0.006,"WBGene00012781","ALG",18.713,3.717,0.003
"WBGene00012782","unk",3.006,0.93,0.729,"WBGene00012782","unk",1675.357,0.725,0
"WBGene00012783","unk",6.515,0.772,0.658,"WBGene00012783","unk",150.81,-0.118,0.866
"WBGene00012784","ALG",4.981,6.062,0.008,"WBGene00012784","ALG",10.955,3.254,0.048
"WBGene00012786","ALG",46.849,-2.09,0,"WBGene00012786","ALG",65.811,1.879,0
"WBGene00012788","unk",73.357,-0.96,0.036,"WBGene00012788","unk",7.82,0.512,0.86
"WBGene00012790","CSR",36.217,0.876,0.191,"WBGene00012790","CSR",4.193,0.996,0.82
"WBGene00012791","unk",18.669,0.225,0.843,"WBGene00012791","unk",5.969,0.693,0.826
"WBGene00012792","WAGO",4104.712,-6.353,0,"WBGene00012792","WAGO",38.852,0.368,0.753
"WBGene00012794","unk",10.456,-0.207,0.896,"WBGene00012794","unk",148.814,-0.42,0.379
"WBGene00012795","CSR",160.103,0.587,0.071,"WBGene00012795","CSR",693.807,0.271,0.222
"WBGene00012796","WAGO",12.257,-1.643,0.159,"WBGene00012796","WAGO",109.462,-0.436,0.439
"WBGene00012798","WAGO",5395.003,1.61,0,"WBGene00012798","WAGO",2.679,3.123,0.449
"WBGene00012802","CSR",1857.147,0.107,0.532,"WBGene00012802","CSR",1602.137,-0.169,0.304
"WBGene00012803","CSR",282.152,0.53,0.047,"WBGene00012803","CSR",3446.143,0.17,0.136
"WBGene00012804","CSR",250.828,0.023,0.95,"WBGene00012804","CSR",940.038,-0.006,0.986
"WBGene00012806","WAGO",347.025,-2.311,0,"WBGene00012806","WAGO",686.204,0.382,0.041
"WBGene00012807","CSR",211.486,-0.463,0.109,"WBGene00012807","CSR",593.052,0.006,0.989
"WBGene00012809","ALG",6.2,3.814,0.044,"WBGene00012809","ALG",63.168,4.635,0.114
"WBGene00012811","unk",2.629,-3.008,0.321,"WBGene00012811","unk",24.081,0.346,0.826
"WBGene00012812","unk",11.245,-0.539,0.693,"WBGene00012812","unk",1491.754,0.682,0
"WBGene00012813","unk",193.56,0.548,0.065,"WBGene00012813","unk",688.913,0.617,0.005
"WBGene00012814","unk",29.569,-0.187,0.84,"WBGene00012814","unk",21.121,-2.209,0.03
"WBGene00012819","ERGO",4023.781,1.352,0,"WBGene00012819","ERGO",68.812,-0.55,0.435
"WBGene00012821","unk",1.822,-4.036,0.227,"WBGene00012821","unk",28.348,0.726,0.539
"WBGene00012822","unk",23.399,-4.204,0,"WBGene00012822","unk",2.72,0.688,0.891
"WBGene00012824","unk",6.225,0.835,0.635,"WBGene00012824","unk",18.597,-1.049,0.454
"WBGene00012825","unk",25.613,-1.35,0.087,"WBGene00012825","unk",119.009,-0.477,0.387
"WBGene00012826","unk",22.496,-2.515,0.004,"WBGene00012826","unk",12.675,-1.948,0.209
"WBGene00012827","ALG",16.459,3.629,0.001,"WBGene00012827","ALG",13.048,4.594,0.007
"WBGene00012828","unk",1360.995,0.745,0,"WBGene00012828","unk",529.295,-0.089,0.803
"WBGene00012829","unk",634.599,-1.562,0,"WBGene00012829","unk",668.34,0.05,0.887
"WBGene00012830","unk",379.552,0.218,0.417,"WBGene00012830","unk",398.546,-0.076,0.878
"WBGene00012831","ALG",15,4.548,0.001,"WBGene00012831","ALG",13.746,3.258,0.021
"WBGene00012833","unk",9.344,-0.133,0.935,"WBGene00012833","unk",4.83,0.082,0.984
"WBGene00012834","unk",71.554,1.949,0,"WBGene00012834","unk",458.468,0.489,0.074
"WBGene00012835","CSR",262.33,-0.011,0.975,"WBGene00012835","CSR",932.235,-0.083,0.752
"WBGene00012840","unk",2.624,1.184,0.663,"WBGene00012840","unk",19.547,1.024,0.449
"WBGene00012841","unk",32.64,-2.098,0.003,"WBGene00012841","unk",56.19,-0.872,0.203
"WBGene00012844","unk",29.357,-2.182,0.004,"WBGene00012844","unk",56.19,-0.872,0.203
"WBGene00012845","CSR",1922.855,0.742,0,"WBGene00012845","CSR",1995.444,-0.143,0.339
"WBGene00012848","WAGO",290.749,-5.188,0,"WBGene00012848","WAGO",17.207,-0.052,0.982
"WBGene00012849","unk",233.858,-7.274,0,"WBGene00012849","unk",5.866,0.794,0.801
"WBGene00012850","unk",11.329,-0.446,0.747,"WBGene00012850","unk",342.371,-0.538,0.043
"WBGene00012851","WAGO",1004.699,-6.695,0,"WBGene00012851","WAGO",250.192,-0.943,0
"WBGene00012853","unk",53.704,-3.08,0,"WBGene00012853","unk",63.319,-1.239,0.034
"WBGene00012854","WAGO",1959.768,-6.788,0,"WBGene00012854","WAGO",160.544,-0.061,0.933
"WBGene00012855","ALG",6.51,3.88,0.036,"WBGene00012855","ALG",12.444,4.515,0.008
"WBGene00012857","unk",6.665,-0.082,0.966,"WBGene00012857","unk",95.484,-0.135,0.878
"WBGene00012858","CSR",328.766,0.028,0.933,"WBGene00012858","CSR",876.709,0.182,0.409
"WBGene00012860","WAGO",289.949,-2.54,0,"WBGene00012860","WAGO",1312.559,0.23,0.161
"WBGene00012861","unk",11.669,-1.056,0.395,"WBGene00012861","unk",70.462,-0.529,0.449
"WBGene00012863","unk",11.186,0.357,0.799,"WBGene00012863","unk",4.932,-3.169,0.25
"WBGene00012864","CSR",38.695,0.194,0.802,"WBGene00012864","CSR",442.706,0.25,0.366
"WBGene00012866","unk",2478.617,-0.468,0,"WBGene00012866","unk",92.59,0.498,0.491
"WBGene00012867","WAGO",394.466,-1.852,0,"WBGene00012867","WAGO",402.987,0.653,0.004
"WBGene00012868","CSR",632.738,0.252,0.216,"WBGene00012868","CSR",4776.981,-0.115,0.338
"WBGene00012869","unk",8.215,-0.329,0.853,"WBGene00012869","unk",141.097,0.404,0.428
"WBGene00012871","ALG",13.672,3.648,0.002,"WBGene00012871","ALG",3.821,3.784,0.254
"WBGene00012875","unk",22.559,-0.709,0.432,"WBGene00012875","unk",44.702,0.058,0.966
"WBGene00012877","unk",287.736,0.035,0.914,"WBGene00012877","unk",8.95,6.53,0.004
"WBGene00012879","CSR",477.796,-0.446,0.038,"WBGene00012879","CSR",5531.329,0.04,0.814
"WBGene00012885","CSR",37.614,0.631,0.37,"WBGene00012885","CSR",1230.044,0.241,0.169
"WBGene00012886","unk",3.046,0.578,0.826,"WBGene00012886","unk",23.923,1.192,0.279
"WBGene00012887","CSR",776.432,0.127,0.525,"WBGene00012887","CSR",3074.374,-0.011,0.96
"WBGene00012888","CSR",197.977,-0.699,0.016,"WBGene00012888","CSR",1760.763,-0.049,0.845
"WBGene00012889","unk",43.12,-1.348,0.024,"WBGene00012889","unk",51.808,-0.007,0.996
"WBGene00012890","WAGO",558.622,-4.181,0,"WBGene00012890","WAGO",382.779,0.133,0.771
"WBGene00012891","unk",30.7,-0.518,0.506,"WBGene00012891","unk",169.334,-1.111,0.001
"WBGene00012892","unk",18.857,-2.315,0.018,"WBGene00012892","unk",9.56,0.004,0.999
"WBGene00012894","CSR",1089.076,-0.16,0.368,"WBGene00012894","CSR",1462.975,-0.078,0.716
"WBGene00012895","CSR",387.693,0.14,0.59,"WBGene00012895","CSR",433.059,-0.275,0.313
"WBGene00012896","CSR",14572.809,-0.059,0.685,"WBGene00012896","CSR",4642.968,-0.016,0.945
"WBGene00012897","CSR",3536.164,0.656,0,"WBGene00012897","CSR",1425.246,0.113,0.577
"WBGene00012898","WAGO",7022.854,-3.808,0,"WBGene00012898","WAGO",165.956,2.93,0
"WBGene00012899","WAGO",576.542,-7.089,0,"WBGene00012899","WAGO",94.174,-0.459,0.465
"WBGene00012900","unk",82.704,-0.517,0.26,"WBGene00012900","unk",93.194,0.423,0.511
"WBGene00012901","unk",48.675,-0.35,0.583,"WBGene00012901","unk",24.229,0.355,0.819
"WBGene00012903","CSR",363.928,0.539,0.017,"WBGene00012903","CSR",984.473,-0.179,0.379
"WBGene00012904","WAGO",316.555,-2.072,0,"WBGene00012904","WAGO",907.891,-0.066,0.813
"WBGene00012905","ALG",2.656,5.167,0.105,"WBGene00012905","ALG",7.836,3.62,0.092
"WBGene00012906","unk",7.758,0.026,0.988,"WBGene00012906","unk",84.253,-0.296,0.692
"WBGene00012907","unk",509.478,-1.139,0,"WBGene00012907","unk",5470.752,-0.072,0.597
"WBGene00012908","unk",796.663,-1.916,0,"WBGene00012908","unk",1243.908,0.068,0.781
"WBGene00012909","WAGO",196.324,-2.457,0,"WBGene00012909","WAGO",240.522,0.493,0.13
"WBGene00012910","unk",25.424,-2.46,0.003,"WBGene00012910","unk",61.223,1.058,0.084
"WBGene00012911","WAGO",534.789,-4.548,0,"WBGene00012911","WAGO",708.287,0.217,0.397
"WBGene00012912","ALG",4.184,5.807,0.016,"WBGene00012912","ALG",12.259,3.312,0.031
"WBGene00012914","unk",2.634,-1.149,0.695,"WBGene00012914","unk",21.748,0.145,0.94
"WBGene00012915","unk",3.375,0.115,0.966,"WBGene00012915","unk",20.235,1.03,0.438
"WBGene00012916","unk",6.061,0.142,0.944,"WBGene00012916","unk",223.501,-1.12,0
"WBGene00012917","unk",50.137,1.707,0.001,"WBGene00012917","unk",34.087,1.079,0.289
"WBGene00012919","unk",480.003,1.362,0,"WBGene00012919","unk",53.584,0.729,0.34
"WBGene00012920","unk",12009.117,7.424,0,"WBGene00012920","unk",203.505,-1.225,0
"WBGene00012922","WAGO",86.98,-4.794,0,"WBGene00012922","WAGO",100.619,-0.178,0.82
"WBGene00012923","unk",3.446,-0.88,0.717,"WBGene00012923","unk",43.448,-0.458,0.654
"WBGene00012924","unk",12.588,1.514,0.177,"WBGene00012924","unk",6.437,1.122,0.698
"WBGene00012925","ALG",1.859,4.653,0.204,"WBGene00012925","ALG",10.984,2.51,0.159
"WBGene00012926","ALG",18.196,4.844,0,"WBGene00012926","ALG",34.904,3.213,0
"WBGene00012927","CSR",100.532,0.59,0.151,"WBGene00012927","CSR",497.953,-0.192,0.53
"WBGene00012928","CSR",2185.269,0.899,0,"WBGene00012928","CSR",879.708,0.084,0.755
"WBGene00012929","CSR",468.309,-0.141,0.567,"WBGene00012929","CSR",4003.265,0.056,0.735
"WBGene00012930","unk",545.004,-0.372,0.062,"WBGene00012930","unk",1304.242,0.382,0.006
"WBGene00012931","unk",44.949,0.17,0.818,"WBGene00012931","unk",168.418,-0.323,0.487
"WBGene00012932","CSR",94.335,0.345,0.458,"WBGene00012932","CSR",937.64,0.086,0.743
"WBGene00012933","WAGO",746.495,-5.047,0,"WBGene00012933","WAGO",429.529,0.599,0.006
"WBGene00012934","unk",1216.11,-1.463,0,"WBGene00012934","unk",2002.037,-0.242,0.062
"WBGene00012935","CSR",165.107,0.062,0.879,"WBGene00012935","CSR",1645.127,-0.114,0.567
"WBGene00012936","CSR",584.989,0.165,0.454,"WBGene00012936","CSR",4653.771,-0.336,0.001
"WBGene00012937","ALG",4.606,3.338,0.113,"WBGene00012937","ALG",6.219,6.028,0.017
"WBGene00012938","unk",3.939,-0.025,0.993,"WBGene00012938","unk",52.138,0.406,0.684
"WBGene00012939","unk",16.534,-0.061,0.962,"WBGene00012939","unk",42.159,-1.679,0.016
"WBGene00012940","unk",6.938,-0.136,0.942,"WBGene00012940","unk",12.36,-2.677,0.064
"WBGene00012941","unk",6.671,0.815,0.634,"WBGene00012941","unk",71.383,0.038,0.972
"WBGene00012943","CSR",167.081,0.667,0.034,"WBGene00012943","CSR",336.198,-0.256,0.447
"WBGene00012945","unk",42.023,1.77,0.002,"WBGene00012945","unk",20.907,-2.433,0.035
"WBGene00012946","ALG",63.232,-1.918,0,"WBGene00012946","ALG",12.35,0.827,0.661
"WBGene00012947","unk",14.667,-3.952,0.002,"WBGene00012947","unk",15.815,-0.312,0.884
"WBGene00012948","unk",72.311,-1.266,0.006,"WBGene00012948","unk",79.837,-0.238,0.8
"WBGene00012950","CSR",422.344,0.309,0.186,"WBGene00012950","CSR",834.324,0.057,0.87
"WBGene00012951","unk",300.58,-0.952,0,"WBGene00012951","unk",1115.307,-0.173,0.406
"WBGene00012953","WAGO",66.408,-3.872,0,"WBGene00012953","WAGO",68.023,0.039,0.972
"WBGene00012954","unk",60.011,-1.607,0.002,"WBGene00012954","unk",135.392,0.134,0.862
"WBGene00012955","unk",56.602,-2.346,0,"WBGene00012955","unk",27.467,-1.688,0.064
"WBGene00012956","unk",15.915,0.172,0.89,"WBGene00012956","unk",22.03,-0.691,0.64
"WBGene00012958","unk",38.32,-2.595,0,"WBGene00012958","unk",78.744,-0.453,0.518
"WBGene00012959","unk",11.103,-0.396,0.776,"WBGene00012959","unk",7.583,1.293,0.582
"WBGene00012960","unk",3.64,1.007,0.662,"WBGene00012960","unk",32.41,-0.086,0.958
"WBGene00012961","WAGO",16950.12,1.164,0,"WBGene00012961","WAGO",313.045,0.494,0.081
"WBGene00012964","CSR",664.376,0.233,0.283,"WBGene00012964","CSR",1489.143,-0.066,0.781
"WBGene00012966","CSR",512.604,1.033,0,"WBGene00012966","CSR",699.473,-0.123,0.659
"WBGene00012967","WAGO",383.115,-5.52,0,"WBGene00012967","WAGO",34.424,-0.114,0.941
"WBGene00012968","unk",2.249,0.763,0.82,"WBGene00012968","unk",267.926,-0.019,0.974
"WBGene00012969","WAGO",949.297,1.55,0,"WBGene00012969","WAGO",21.148,0.775,0.597
"WBGene00012970","unk",48.803,-2.462,0,"WBGene00012970","unk",116.731,0.111,0.893
"WBGene00012972","CSR",1432.133,0.149,0.366,"WBGene00012972","CSR",2552.022,-0.439,0
"WBGene00012973","CSR",1190.536,0.169,0.339,"WBGene00012973","CSR",1486.501,0.646,0
"WBGene00012974","unk",202.816,0.179,0.589,"WBGene00012974","unk",768.312,-0.169,0.471
"WBGene00012975","unk",41.907,0.153,0.837,"WBGene00012975","unk",42.972,-0.139,0.916
"WBGene00012976","CSR",205.269,0.665,0.019,"WBGene00012976","CSR",821.971,-0.117,0.654
"WBGene00012977","CSR",94.598,-0.325,0.493,"WBGene00012977","CSR",1880.616,-0.197,0.153
"WBGene00012978","CSR",1152.001,0.624,0,"WBGene00012978","CSR",2757.834,-0.149,0.261
"WBGene00012979","ALG",6.166,6.362,0.003,"WBGene00012979","ALG",7.271,3.803,0.094
"WBGene00012980","unk",48.26,-2.097,0,"WBGene00012980","unk",303.101,0.145,0.73
"WBGene00012981","WAGO",31.129,-1.29,0.069,"WBGene00012981","WAGO",191.213,0.416,0.312
"WBGene00012982","CSR",1445.085,0.746,0,"WBGene00012982","CSR",1279.179,-0.165,0.372
"WBGene00012983","CSR",414.562,0.351,0.11,"WBGene00012983","CSR",1211.259,0.214,0.294
"WBGene00012984","CSR",432.334,0.577,0.007,"WBGene00012984","CSR",616.264,0.018,0.963
"WBGene00012987","unk",31.258,-0.081,0.929,"WBGene00012987","unk",213.222,0.22,0.637
"WBGene00012988","unk",23.201,0.476,0.602,"WBGene00012988","unk",247.52,-0.253,0.537
"WBGene00012989","WAGO",12.073,-0.502,0.702,"WBGene00012989","WAGO",33.726,-0.281,0.843
"WBGene00012990","unk",1329.072,-0.227,0.149,"WBGene00012990","unk",864.386,0.108,0.681
"WBGene00012992","unk",362.52,0.125,0.679,"WBGene00012992","unk",716.35,-0.09,0.764
"WBGene00012993","WAGO",2681.762,-5.929,0,"WBGene00012993","WAGO",39.736,0.276,0.823
"WBGene00012994","unk",283.508,0.212,0.451,"WBGene00012994","unk",749.089,-0.013,0.971
"WBGene00012995","CSR",690.246,0.234,0.22,"WBGene00012995","CSR",2006.802,-0.16,0.332
"WBGene00012996","unk",58.915,0.672,0.224,"WBGene00012996","unk",504.854,0.163,0.65
"WBGene00012997","CSR",249.162,2.051,0,"WBGene00012997","CSR",320.027,-0.243,0.576
"WBGene00012998","CSR",285.61,-0.548,0.029,"WBGene00012998","CSR",1519.331,0.079,0.722
"WBGene00012999","CSR",2448.366,0.375,0.004,"WBGene00012999","CSR",4040.256,-0.086,0.541
"WBGene00013000","CSR",183.874,0.568,0.061,"WBGene00013000","CSR",244.887,-0.033,0.957
"WBGene00013001","unk",564.333,0.17,0.443,"WBGene00013001","unk",1308.399,-0.012,0.972
"WBGene00013002","CSR",306.465,0.304,0.24,"WBGene00013002","CSR",940.665,-0.104,0.698
"WBGene00013004","CSR",405.45,0.808,0,"WBGene00013004","CSR",590.476,-0.201,0.424
"WBGene00013006","CSR",452.758,0.481,0.02,"WBGene00013006","CSR",2131.894,-0.136,0.376
"WBGene00013007","unk",12.225,0.691,0.583,"WBGene00013007","unk",148.674,1.726,0
"WBGene00013008","unk",41.939,0.331,0.638,"WBGene00013008","unk",188.406,0.879,0.007
"WBGene00013009","WAGO",641.002,-5.911,0,"WBGene00013009","WAGO",17.849,0.329,0.866
"WBGene00013011","unk",3955.623,3.783,0,"WBGene00013011","unk",874.262,0.009,0.98
"WBGene00013013","unk",33.475,-1.98,0.004,"WBGene00013013","unk",47.56,0.734,0.36
"WBGene00013014","CSR",223.242,0.638,0.018,"WBGene00013014","CSR",667.317,0.2,0.424
"WBGene00013015","unk",340.934,0.069,0.83,"WBGene00013015","unk",705.455,-0.103,0.721
"WBGene00013017","CSR",143.263,-0.051,0.909,"WBGene00013017","CSR",183.547,-0.061,0.925
"WBGene00013018","CSR",210.721,-0.596,0.036,"WBGene00013018","CSR",1060.38,0.102,0.662
"WBGene00013019","CSR",835.022,0.845,0,"WBGene00013019","CSR",989.355,0.003,0.992
"WBGene00013020","unk",240.652,0.709,0.009,"WBGene00013020","unk",1088.364,-0.032,0.916
"WBGene00013021","CSR",582.595,-0.09,0.7,"WBGene00013021","CSR",1627.081,-0.064,0.779
"WBGene00013024","unk",1177.888,1.316,0,"WBGene00013024","unk",2374.726,-0.381,0.001
"WBGene00013025","CSR",384.908,-0.115,0.666,"WBGene00013025","CSR",9083.271,0.05,0.732
"WBGene00013026","CSR",115.918,-0.665,0.09,"WBGene00013026","CSR",862.648,0.349,0.044
"WBGene00013027","unk",158.885,-0.692,0.032,"WBGene00013027","unk",54.208,0.195,0.863
"WBGene00013028","unk",1.96,3.093,0.343,"WBGene00013028","unk",6.565,-0.732,0.818
"WBGene00013029","CSR",353.139,1.054,0,"WBGene00013029","CSR",804.221,0.286,0.164
"WBGene00013030","unk",2255.259,0.785,0,"WBGene00013030","unk",1808.338,0.134,0.42
"WBGene00013031","unk",111.367,-2.173,0,"WBGene00013031","unk",11.84,-0.487,0.833
"WBGene00013032","unk",12.507,-2.885,0.018,"WBGene00013032","unk",2.474,0.988,0.842
"WBGene00013033","ALG",37.521,4.457,0,"WBGene00013033","ALG",7.976,1.603,0.461
"WBGene00013034","CSR",326.298,-0.505,0.035,"WBGene00013034","CSR",5045.427,-0.056,0.704
"WBGene00013035","unk",36.143,-0.783,0.253,"WBGene00013035","unk",533.192,0.618,0.007
"WBGene00013036","WAGO",4.812,-0.051,0.982,"WBGene00013036","WAGO",96.988,2.425,0
"WBGene00013037","unk",45.942,-0.596,0.343,"WBGene00013037","unk",356.115,0.219,0.53
"WBGene00013038","ALG",1236.433,0.247,0.12,"WBGene00013038","ALG",9862.014,-0.157,0.084
"WBGene00013039","unk",428.888,-0.463,0.044,"WBGene00013039","unk",2376.627,-0.083,0.624
"WBGene00013040","unk",481.652,0.462,0.029,"WBGene00013040","unk",2164.647,-0.054,0.788
"WBGene00013041","WAGO",116.108,-3.564,0,"WBGene00013041","WAGO",110.262,-0.296,0.649
"WBGene00013042","unk",70.146,0.092,0.879,"WBGene00013042","unk",257.23,-0.106,0.833
"WBGene00013043","unk",58.45,-1.208,0.02,"WBGene00013043","unk",12.578,-1.75,0.27
"WBGene00013048","unk",6.12,2.006,0.251,"WBGene00013048","unk",24.606,-0.617,0.644
"WBGene00013053","ALG",5.608,3.695,0.064,"WBGene00013053","ALG",5.779,1.054,0.718
"WBGene00013055","unk",16.505,0.716,0.501,"WBGene00013055","unk",13.492,0.312,0.906
"WBGene00013060","unk",5.918,-5.735,0.009,"WBGene00013060","unk",2.94,1.588,0.687
"WBGene00013069","unk",5.996,-0.755,0.7,"WBGene00013069","unk",7.265,6.248,0.009
"WBGene00013073","unk",138.31,-2.672,0,"WBGene00013073","unk",76.287,0.725,0.238
"WBGene00013075","CSR",816.767,-0.363,0.039,"WBGene00013075","CSR",436.184,0.114,0.763
"WBGene00013076","unk",12.721,-1.286,0.272,"WBGene00013076","unk",34.617,4.176,0.126
"WBGene00013077","unk",4.463,0.073,0.976,"WBGene00013077","unk",1089.873,0.574,0
"WBGene00013078","unk",19.707,-2.543,0.008,"WBGene00013078","unk",327.339,0.459,0.1
"WBGene00013079","unk",8.498,-3.788,0.027,"WBGene00013079","unk",151.151,-0.025,0.977
"WBGene00013080","unk",8.513,0.995,0.49,"WBGene00013080","unk",812.363,-0.016,0.967
"WBGene00013082","unk",66.884,-0.759,0.13,"WBGene00013082","unk",200.29,-1.092,0
"WBGene00013083","unk",13.201,0.01,0.995,"WBGene00013083","unk",237.731,0.312,0.459
"WBGene00013085","ALG",4.606,3.338,0.113,"WBGene00013085","ALG",5.316,3.195,0.205
"WBGene00013086","unk",9.878,-0.936,0.515,"WBGene00013086","unk",181.679,-0.479,0.217
"WBGene00013087","unk",6.92,0.856,0.608,"WBGene00013087","unk",4.867,4.219,0.145
"WBGene00013088","unk",2.27,3.301,0.333,"WBGene00013088","unk",16.577,-0.999,0.497
"WBGene00013091","unk",12.472,0.93,0.434,"WBGene00013091","unk",33.108,0.765,0.458
"WBGene00013093","unk",588.634,-0.15,0.495,"WBGene00013093","unk",1914.813,0.127,0.448
"WBGene00013094","CSR",1858.064,2.863,0,"WBGene00013094","CSR",1603.177,0.168,0.323
"WBGene00013095","CSR",1076.703,0.533,0.001,"WBGene00013095","CSR",848.704,-0.084,0.782
"WBGene00013096","CSR",535.124,0.457,0.021,"WBGene00013096","CSR",1952.17,-0.248,0.056
"WBGene00013098","unk",12.787,-2.313,0.048,"WBGene00013098","unk",10.014,-1.53,0.423
"WBGene00013100","unk",59.754,-2.211,0,"WBGene00013100","unk",30.002,0.022,0.991
"WBGene00013101","unk",13.467,1.023,0.367,"WBGene00013101","unk",21.465,0.727,0.599
"WBGene00013103","unk",20.797,-0.039,0.972,"WBGene00013103","unk",399.861,0.651,0.012
"WBGene00013104","WAGO",151.55,-0.264,0.468,"WBGene00013104","WAGO",58.844,-0.114,0.92
"WBGene00013106","CSR",6460.939,0.267,0.037,"WBGene00013106","CSR",674.218,-0.06,0.88
"WBGene00013107","unk",45.093,1.502,0.008,"WBGene00013107","unk",7.732,2.318,0.237
"WBGene00013109","CSR",393.738,-0.07,0.799,"WBGene00013109","CSR",752.715,0.163,0.504
"WBGene00013111","unk",19.548,0.023,0.984,"WBGene00013111","unk",210.354,-0.68,0.043
"WBGene00013118","unk",8.532,-0.423,0.791,"WBGene00013118","unk",229.361,0.561,0.084
"WBGene00013119","unk",22.526,-1.479,0.078,"WBGene00013119","unk",70.957,-0.296,0.742
"WBGene00013122","unk",92.231,-1.105,0.006,"WBGene00013122","unk",747.678,-0.129,0.629
"WBGene00013123","CSR",222.189,0.678,0.012,"WBGene00013123","CSR",1039.674,-0.151,0.465
"WBGene00013124","unk",83.197,1.621,0,"WBGene00013124","unk",47.08,-2.163,0.001
"WBGene00013126","unk",6.494,-1.362,0.413,"WBGene00013126","unk",20.432,-0.556,0.728
"WBGene00013127","CSR",89.023,0.029,0.958,"WBGene00013127","CSR",1515.154,-0.177,0.282
"WBGene00013128","unk",181.9,-0.046,0.91,"WBGene00013128","unk",1062.76,-0.181,0.337
"WBGene00013129","CSR",321.764,0.174,0.518,"WBGene00013129","CSR",928.641,-0.281,0.113
"WBGene00013131","CSR",64.594,0.638,0.209,"WBGene00013131","CSR",109.875,-0.17,0.818
"WBGene00013132","CSR",369.556,-0.715,0.002,"WBGene00013132","CSR",1150.991,0.092,0.684
"WBGene00013134","unk",7215.799,7.18,0,"WBGene00013134","unk",24.754,-0.194,0.913
"WBGene00013135","unk",57.599,-0.636,0.238,"WBGene00013135","unk",116.855,-1.496,0
"WBGene00013136","unk",47.135,-0.391,0.548,"WBGene00013136","unk",482.75,0.319,0.209
"WBGene00013137","unk",275.232,0.189,0.515,"WBGene00013137","unk",1499.219,-0.043,0.862
"WBGene00013138","ALG",9.368,4.484,0.006,"WBGene00013138","ALG",15.468,4.201,0.004
"WBGene00013139","unk",899.65,-0.917,0,"WBGene00013139","unk",903.072,0.13,0.571
"WBGene00013140","ALG",348.704,0.881,0,"WBGene00013140","ALG",1385.422,-0.086,0.724
"WBGene00013141","CSR",267.057,0.46,0.09,"WBGene00013141","CSR",192.268,-0.071,0.914
"WBGene00013142","ALG",1.937,4.709,0.155,"WBGene00013142","ALG",2.873,4.92,0.168
"WBGene00013143","CSR",2159.784,0.215,0.169,"WBGene00013143","CSR",3275.679,0.03,0.883
"WBGene00013144","CSR",677.577,0.541,0.002,"WBGene00013144","CSR",2944.018,0.105,0.547
"WBGene00013145","unk",14.276,-3.342,0.009,"WBGene00013145","unk",34.794,-3.366,0
